"","h2","temperature","trait.variation","replicates","mean_animal_trait","mean_plant_trait","mean_community_trait","animal_biomass","plant_biomass","community_biomass","animal_richness","plant_richness","community_richness"
"144",0.4,24,"high",3,23.9990881173368,19.5458992301041,20.6591964519123,1.72489902775344,4.6628755602282,6.38777458798164,2,8,10
"145",0,25,"high",3,15.3496710187756,16.5686866165682,16.26393271712,0.577511380416969,1.40214253337949,1.97965391379646,1,5,6
"146",0.4,25,"high",3,16.6253300646393,18.4013021133601,17.9573091011799,0.912389742941967,1.01860894126211,1.93099868420408,2,2,4
"147",0,26,"high",3,17.9346163937589,15.2277935414653,15.9044992545387,0.160373536059312,0.45259732081265,0.612970856871963,2,2,4
"148",0.4,26,"high",3,22.1229161452448,22.30114191747,22.2565854744137,2.14435132747281,7.74766520389251,9.89201653136532,3,10,13
"149",0,27,"high",3,18.8921235961607,19.7647977798867,19.5466292339552,-1.20635203848309e-08,0.327288951316738,0.327288939253217,0,4,4
"150",0.4,27,"high",3,23.0435763172581,22.7133944223422,22.7959398960712,0.9798581100727,3.0722247563548,4.0520828664275,2,9,11
"151",0,28,"high",3,17.4568543303758,15.6683003826765,16.1154388696013,9.14230874724272e-10,2.42190341929691e-09,3.33613429402119e-09,0,0,0
"152",0.4,28,"high",3,21.7134142487807,17.6993251472292,18.7028474226171,-9.88476786262154e-06,0.465404875627018,0.465394990859156,0,2,2
"153",0,29,"high",3,19.6319224638864,16.1299419597102,17.0054370857542,-3.29721225406333e-09,-1.85341935212249e-08,-2.18314057752882e-08,0,0,0
"154",0.4,29,"high",3,21.9408124537372,18.3348107692853,19.2363111903983,-0.000149993875086218,0.441496199372418,0.441346205497332,0,2,2
"155",0,30,"high",3,16.388860848383,15.7375289020517,15.9003618886345,-1.45723586778213e-08,-4.32707034886079e-08,-5.78430621664292e-08,0,0,0
"156",0.4,30,"high",3,18.5335812039142,19.5775113453929,19.3165288100232,-1.13237019123894e-05,-7.96435947162585e-05,-9.09672966286478e-05,0,0,0
"157",0,31,"high",3,17.212539674365,19.2397596139926,18.7329546290857,-1.80268403804876e-08,-4.60535364156373e-08,-6.40803767961249e-08,0,0,0
"158",0.4,31,"high",3,18.2760031092939,16.8611927978449,17.2148953757071,-2.15872149248274e-05,-3.01626425086875e-05,-5.17498574335148e-05,0,0,0
"159",0,32,"high",3,16.7279772122856,18.5891140801444,18.1238298631797,-1.43597577076906e-08,-4.79902654229767e-08,-6.23500231306673e-08,0,0,0
"160",0.4,32,"high",3,14.2770671543471,18.7711533700718,17.6476318161406,-7.44397861864774e-06,-2.08744983837833e-05,-2.83184770024311e-05,0,0,0
"161",0,33,"high",3,17.2034431400243,17.7188641504229,17.5900088978233,-1.29072186164579e-08,-4.59484244690942e-08,-5.88556430855521e-08,0,0,0
"162",0.4,33,"high",3,19.2650513036002,17.3872721643458,17.8567169491594,-5.85389934064501e-08,-3.3882361852869e-07,-3.9736261193514e-07,0,0,0
"163",0,34,"high",3,18.3393070136663,18.0842358634497,18.1480036510038,-1.44943685966797e-08,-4.12185127053847e-08,-5.57128813020644e-08,0,0,0
"164",0.4,34,"high",3,18.998564525453,16.0898053880501,16.8169951724008,-7.57382689768401e-09,-1.95946709465915e-08,-2.71684978442755e-08,0,0,0
"165",0,35,"high",3,15.245147740352,15.9505535083978,15.7742020663864,-1.27087935328166e-08,-3.80400306426503e-08,-5.07488241754669e-08,0,0,0
"166",0.4,35,"high",3,18.7300120687749,17.7823661303557,18.0192776149605,-7.50574354147716e-09,-2.2697357150575e-08,-3.02031006920521e-08,0,0,0
"167",0,36,"high",3,17.2233368933666,17.1209046632672,17.1465127207921,-1.56176092068337e-08,-4.06610592536731e-08,-5.62786684605068e-08,0,0,0
"168",0.4,36,"high",3,18.163882084127,17.9545209247298,18.0068612145791,-5.89734944080937e-09,-2.56317687448716e-08,-3.15291181856809e-08,0,0,0
"169",0,37,"high",3,12.3650358588202,17.0161539772137,15.8533744476154,-1.39394617100252e-08,-4.83292131207008e-08,-6.2268674830726e-08,0,0,0
"170",0.4,37,"high",3,19.4032866898754,19.5156560209049,19.4875636881475,-1.21004107651251e-08,-3.56685279400215e-08,-4.77689387051466e-08,0,0,0
"171",0,38,"high",3,14.8742830200354,18.155403623435,17.3351234725851,-1.43060940497478e-08,-3.83154239302541e-08,-5.26215179800019e-08,0,0,0
"172",0.4,38,"high",3,19.2575381559426,17.3875795358195,17.8550691908503,-7.88938255288096e-09,-2.64627531394079e-08,-3.43521356922889e-08,0,0,0
"173",0,39,"high",3,18.8930325908586,17.5876803626306,17.9140184196876,-1.44527291064466e-08,-4.17081097879795e-08,-5.61608388944261e-08,0,0,0
"174",0.4,39,"high",3,17.2889288583057,17.8328198601735,17.6968471097065,-7.36516959301656e-09,-2.079860109589e-08,-2.81637706889066e-08,0,0,0
"175",0,40,"high",3,17.579521612497,17.1263036488866,17.2396081397892,-1.18771156777577e-08,-4.18973383985845e-08,-5.37744540763422e-08,0,0,0
"176",0.4,40,"high",3,16.1085247714852,17.7794847162755,17.3617447300779,-8.01484154332499e-09,-2.20195131379872e-08,-3.00343546813122e-08,0,0,0
"177",0,41,"high",3,20.396340979496,18.2718375753999,18.802963426424,-1.29698430248057e-08,-4.57689956690981e-08,-5.87388386939038e-08,0,0,0
"178",0.4,41,"high",3,17.0211776738811,18.8090766722631,18.3621019226676,-6.896842437488e-09,-2.18339906688663e-08,-2.87308331063543e-08,0,0,0
"179",0,42,"high",3,17.4331300798804,17.9441367667944,17.8163850950659,-1.43951494975335e-08,-4.28734869755047e-08,-5.72686364730382e-08,0,0,0
"180",0.4,42,"high",3,20.6965830448476,17.7433151271479,18.4816321065729,-6.33832748623694e-09,-1.96111826676296e-08,-2.59495101538665e-08,0,0,0
"181",0,43,"high",3,17.0083045546198,17.4708146054763,17.3551870927622,-1.34685067762662e-08,-5.38003454801772e-08,-6.72688522564434e-08,0,0,0
"182",0.4,43,"high",3,20.281582629728,16.7322059674847,17.6195501330455,-7.11500005771975e-09,-2.08518531748948e-08,-2.79668532326146e-08,0,0,0
"183",0,44,"high",3,16.0246985813137,16.0562295328903,16.0483467949962,-1.47533584773256e-08,-4.00823542451513e-08,-5.48357127224769e-08,0,0,0
"184",0.4,44,"high",3,20.878317959088,16.3886671455116,17.5110798489057,-7.47455257691384e-09,-2.1170707269481e-08,-2.86452598463948e-08,0,0,0
"185",0,45,"high",3,16.971459214692,17.6801469900723,17.5029750462272,-1.5153458567501e-08,-6.24750464797762e-08,-7.76285050472772e-08,0,0,0
"186",0.4,45,"high",3,16.0909053499668,17.5710505298867,17.2010142349067,-9.33324021161779e-09,-2.58292883428708e-08,-3.51625285544886e-08,0,0,0
